Most used words by Four Year Strong: 
Number of songs scanned: 105
291. fade - 10 uses.
292. together - 10 uses.
293. outta - 10 uses.
294. piece - 10 uses.
295. talking - 10 uses.
296. asleep - 10 uses.
297. tomorrow - 10 uses.
298. mind - 10 uses.
299. great - 10 uses.
300. lost - 10 uses.
301. wouldnt - 10 uses.
302. waste - 10 uses.
303. rest - 10 uses.
304. woah - 10 uses.
305. heads - 10 uses.
306. crawling - 10 uses.
307. match - 10 uses.
308. roll - 10 uses.
309. tragedy - 10 uses.
310. ignite - 10 uses.
311. cage - 10 uses.
312. isnt - 9 uses.
313. death - 9 uses.
314. brace - 9 uses.
315. once - 9 uses.
316. chance - 9 uses.
317. looks - 9 uses.
318. those - 9 uses.
319. louder - 9 uses.
320. air - 9 uses.
321. company - 9 uses.
322. next - 9 uses.
323. door - 9 uses.
324. past - 9 uses.
325. hang - 9 uses.
326. blown - 9 uses.
327. breaking - 9 uses.
328. situation - 9 uses.
329. bones - 9 uses.
330. friend - 9 uses.
331. other - 9 uses.
332. till - 9 uses.
333. lungs - 9 uses.
334. brain - 9 uses.
335. such - 9 uses.
336. sky - 9 uses.
337. taken - 9 uses.
338. stone - 9 uses.
339. clouds - 9 uses.
340. tongue - 9 uses.
341. shot - 9 uses.
342. damn - 9 uses.
343. side - 9 uses.
344. burn - 9 uses.
345. mine - 9 uses.
346. phone - 9 uses.
347. choke - 9 uses.
348. open - 9 uses.
349. heat - 9 uses.
350. old - 9 uses.
351. seventeen - 9 uses.
352. written - 9 uses.
353. allover - 9 uses.
354. spread - 9 uses.
355. mold - 9 uses.
356. check - 9 uses.
357. cares - 8 uses.
358. meant - 8 uses.
359. changing - 8 uses.
360. run - 8 uses.
361. heard - 8 uses.
362. eye - 8 uses.
363. pride - 8 uses.
364. comes - 8 uses.
365. sweating - 8 uses.
366. breathing - 8 uses.
367. disappear - 8 uses.
368. hand - 8 uses.
369. tearing - 8 uses.
370. flying - 8 uses.
371. wing - 8 uses.
372. spit - 8 uses.
373. morning - 8 uses.
374. less - 8 uses.
375. fever - 8 uses.
376. supposed - 8 uses.
377. river - 8 uses.
378. lot - 8 uses.
379. theyll - 8 uses.
380. whoa - 8 uses.
381. gravity - 8 uses.
382. higher - 8 uses.
383. between - 8 uses.
384. screen - 8 uses.
385. does - 8 uses.
386. edge - 8 uses.
387. barely - 8 uses.
388. ones - 8 uses.
389. soon - 8 uses.
390. follow - 8 uses.
391. dream - 8 uses.
392. forth - 8 uses.
393. symmetry - 8 uses.
394. fingers - 8 uses.
395. searching - 8 uses.
396. proud - 8 uses.
397. tiny - 8 uses.
398. spark - 8 uses.
399. float - 8 uses.
400. tells - 7 uses.
401. view - 7 uses.
402. jaded - 7 uses.
403. giving - 7 uses.
404. town - 7 uses.
405. ask - 7 uses.
406. case - 7 uses.
407. walls - 7 uses.
408. realize - 7 uses.
409. bend - 7 uses.
410. black - 7 uses.
411. young - 7 uses.
412. anyone - 7 uses.
413. full - 7 uses.
414. trouble - 7 uses.
415. lights - 7 uses.
416. upon - 7 uses.
417. throat - 7 uses.
418. attention - 7 uses.
419. doubt - 7 uses.
420. wasnt - 7 uses.
421. either - 7 uses.
422. consequences - 7 uses.
423. sun - 7 uses.
424. subject - 7 uses.
425. burnt - 7 uses.
426. trust - 7 uses.
427. round - 7 uses.
428. sit - 7 uses.
429. year - 7 uses.
430. front - 7 uses.
431. goodbye - 7 uses.
432. songs - 7 uses.
433. anyway - 7 uses.
434. drive - 7 uses.
435. knocked - 7 uses.
436. ideas - 7 uses.
437. everyone - 7 uses.
438. dirt - 7 uses.
439. fault - 7 uses.
440. sticking - 7 uses.
441. harder - 7 uses.
442. hey - 7 uses.
443. torn - 7 uses.
444. gun - 7 uses.
445. wear - 7 uses.
446. maybe - 7 uses.
447. happened - 7 uses.
448. explode - 7 uses.
449. flames - 7 uses.
450. disease - 7 uses.
451. mouth - 7 uses.
452. uh - 7 uses.
453. worlds - 7 uses.
454. shell - 7 uses.
455. lifelong - 7 uses.
456. ears - 6 uses.
457. million - 6 uses.
458. sake - 6 uses.
459. chest - 6 uses.
460. yours - 6 uses.
461. luck - 6 uses.
462. mistakes - 6 uses.
463. putting - 6 uses.
464. working - 6 uses.
465. nobody - 6 uses.
466. ride - 6 uses.
467. ready - 6 uses.
468. kick - 6 uses.
469. told - 6 uses.
470. noo - 6 uses.
471. faster - 6 uses.
472. figure - 6 uses.
473. waking - 6 uses.
474. throw - 6 uses.
475. happen - 6 uses.
476. shame - 6 uses.
477. starve - 6 uses.
478. crippled - 6 uses.
479. seams - 6 uses.
480. lead - 6 uses.
481. called - 6 uses.
482. good-bye - 6 uses.
483. literal - 6 uses.
484. bringing - 6 uses.
485. search - 6 uses.
486. hanging - 6 uses.
487. okay - 6 uses.
488. years - 6 uses.
489. drifting - 6 uses.
490. alright - 6 uses.
491. underground - 6 uses.
492. youth - 6 uses.
493. hate - 6 uses.
494. deep - 6 uses.
495. exactly - 6 uses.
496. fire - 6 uses.
497. ignore - 6 uses.
498. ups - 6 uses.
499. downs - 6 uses.
500. team - 6 uses.
501. steps - 6 uses.
502. mirror - 6 uses.
503. single - 6 uses.
504. finding - 6 uses.
505. shine - 6 uses.
506. safe - 6 uses.
507. pieces - 6 uses.
508. shoot - 6 uses.
509. photographs - 6 uses.
510. absolutely - 6 uses.
511. cars - 6 uses.
512. sweet - 6 uses.
513. scars - 6 uses.
514. shove - 6 uses.
515. fix - 6 uses.
516. regret - 6 uses.
517. illuminate - 6 uses.
518. unknown - 6 uses.
519. parade - 6 uses.
520. meaning - 6 uses.
521. void - 6 uses.
522. motivated - 6 uses.
523. friendless - 6 uses.
524. ours - 6 uses.
525. dressed - 6 uses.
526. scene - 6 uses.
527. times - 5 uses.
528. choose - 5 uses.
529. runs - 5 uses.
530. done - 5 uses.
531. machine - 5 uses.
532. decide - 5 uses.
533. thinking - 5 uses.
534. read - 5 uses.
535. writing - 5 uses.
536. wasted - 5 uses.
537. friends - 5 uses.
538. listen - 5 uses.
539. lives - 5 uses.
540. summer - 5 uses.
541. scared - 5 uses.
542. guy - 5 uses.
543. mistake - 5 uses.
544. train - 5 uses.
545. tried - 5 uses.
546. skin - 5 uses.
547. dying - 5 uses.
548. turning - 5 uses.
549. breakin - 5 uses.
550. neck - 5 uses.
551. lips - 5 uses.
552. legs - 5 uses.
553. fell - 5 uses.
554. begging - 5 uses.
555. blood - 5 uses.
556. shake - 5 uses.
557. streets - 5 uses.
558. circumstances - 5 uses.
559. dust - 5 uses.
560. makes - 5 uses.
561. crawl - 5 uses.
562. drop - 5 uses.
563. enemy - 5 uses.
564. minutes - 5 uses.
565. listening - 5 uses.
566. faith - 5 uses.
567. weight - 5 uses.
568. pressure - 5 uses.
569. both - 5 uses.
570. singing - 5 uses.
571. miles - 5 uses.
572. fashion - 5 uses.
573. fake - 5 uses.
574. destroy - 5 uses.
575. shit - 5 uses.
576. clue - 5 uses.
577. screams - 5 uses.
578. girls - 5 uses.
579. fading - 5 uses.
580. promise - 5 uses.
581. bed - 5 uses.
582. obvious - 5 uses.
583. figures - 5 uses.
584. funny - 5 uses.
585. everythings - 5 uses.
586. cool - 5 uses.
587. split - 5 uses.
588. cried - 5 uses.
589. drowned - 5 uses.
590. smiles - 5 uses.
591. pipe - 5 uses.
592. everybodys - 5 uses.
593. came - 5 uses.
594. somebody - 5 uses.
595. low - 5 uses.
596. outrage - 5 uses.
597. self - 5 uses.
598. tear - 5 uses.
599. enemies - 5 uses.
600. catastrophe - 5 uses.
601. wannabe - 5 uses.
602. forgive - 4 uses.
603. few - 4 uses.
604. hated - 4 uses.
605. ‘cause - 4 uses.
606. war - 4 uses.
607. moment - 4 uses.
608. smash - 4 uses.
609. pain - 4 uses.
610. impossible - 4 uses.
611. fuckin - 4 uses.
612. unpredictable - 4 uses.
613. son - 4 uses.
614. havent - 4 uses.
615. timing - 4 uses.
616. worse - 4 uses.
617. rather - 4 uses.
618. moving - 4 uses.
619. quite - 4 uses.
620. clear - 4 uses.
621. gold - 4 uses.
622. walked - 4 uses.
623. towards - 4 uses.
624. honest - 4 uses.
625. distance - 4 uses.
626. everyday - 4 uses.
627. problem - 4 uses.
628. answers - 4 uses.
629. bet - 4 uses.
630. anywhere - 4 uses.
631. watching - 4 uses.
632. having - 4 uses.
633. authority - 4 uses.
634. priority - 4 uses.
635. sleep - 4 uses.
636. thoughts - 4 uses.
637. white - 4 uses.
638. simple - 4 uses.
639. mean - 4 uses.
640. touch - 4 uses.
641. sight - 4 uses.
642. society - 4 uses.
643. fail - 4 uses.
644. catch - 4 uses.
645. insides - 4 uses.
646. bleeding - 4 uses.
647. feed - 4 uses.
648. against - 4 uses.
649. held - 4 uses.
650. cannot - 4 uses.
651. reach - 4 uses.
652. knowing - 4 uses.
653. rhythm - 4 uses.
654. busy - 4 uses.
655. hack - 4 uses.
656. example - 4 uses.
657. inconsistency - 4 uses.
658. frustrated - 4 uses.
659. wreck - 4 uses.
660. cry - 4 uses.
661. gotten - 4 uses.
662. small - 4 uses.
663. page - 4 uses.
664. four-minute-mile - 4 uses.
665. bottom - 4 uses.
666. bittersweet - 4 uses.
667. body - 4 uses.
668. bullet - 4 uses.
669. pocket - 4 uses.
670. paid - 4 uses.
671. atmosphere - 4 uses.
672. pretend - 4 uses.
673. chances - 4 uses.
674. fountain - 4 uses.
675. prize - 4 uses.
676. quit - 4 uses.
677. hero - 4 uses.
678. lines - 4 uses.
679. constantly - 4 uses.
680. tall - 4 uses.
681. teeth - 4 uses.
682. collapse - 4 uses.
683. bored - 4 uses.
684. loved - 4 uses.
685. close - 4 uses.
686. meet - 4 uses.
687. rolls - 4 uses.
688. dry - 4 uses.
689. asked - 4 uses.
690. nowhere - 4 uses.
691. secret - 4 uses.
692. thrown - 4 uses.
693. caught - 4 uses.
694. miserable - 4 uses.
695. sneaking - 4 uses.
696. shoes - 4 uses.
697. clothes - 4 uses.
698. hair - 4 uses.
699. god - 4 uses.
700. weak - 4 uses.
701. happening - 4 uses.
702. blur - 4 uses.
703. important - 4 uses.
704. memories - 4 uses.
705. ear - 4 uses.
706. awake - 4 uses.
707. casualty - 4 uses.
708. wounds - 4 uses.
709. heal - 4 uses.
710. unforgettable - 4 uses.
711. tonights - 4 uses.
712. reasons - 4 uses.
713. rotting - 4 uses.
714. picking - 4 uses.
715. beginning - 4 uses.
716. circles - 4 uses.
717. unless - 4 uses.
718. wishing - 4 uses.
719. brings - 4 uses.
720. ignoring - 4 uses.
721. signs - 4 uses.
722. prime - 4 uses.
723. act - 4 uses.
724. hating - 4 uses.
725. grow - 4 uses.
726. build - 4 uses.
727. dignity - 4 uses.
728. people - 4 uses.
729. unbreakable - 4 uses.
730. on- - 4 uses.
731. collide - 4 uses.
732. medicate - 4 uses.
733. memory - 4 uses.
734. master - 4 uses.
735. misery - 4 uses.
736. possibly - 4 uses.
737. crawled - 4 uses.
738. punches - 4 uses.
739. goes - 3 uses.
740. bottle - 3 uses.
741. opens - 3 uses.
742. turned - 3 uses.
743. becoming - 3 uses.
744. close-minded - 3 uses.
745. hopes - 3 uses.
746. surface - 3 uses.
747. pulling - 3 uses.
748. strive - 3 uses.
749. itd - 3 uses.
750. dove - 3 uses.
751. nightmare - 3 uses.
752. twice - 3 uses.
753. somewhere - 3 uses.
754. slow - 3 uses.
755. building - 3 uses.
756. fighting - 3 uses.
757. beats - 3 uses.
758. mix - 3 uses.
759. business - 3 uses.
760. wandering - 3 uses.
761. gave - 3 uses.
762. hurts - 3 uses.
763. blue - 3 uses.
764. kids - 3 uses.
765. unspoken - 3 uses.
766. future - 3 uses.
767. questions - 3 uses.
768. wants - 3 uses.
769. stronger - 3 uses.
770. runnin - 3 uses.
771. hits - 3 uses.
772. six - 3 uses.
773. heavy - 3 uses.
774. knife - 3 uses.
775. miss - 3 uses.
776. plan - 3 uses.
777. somehow - 3 uses.
778. belong - 3 uses.
779. nothings - 3 uses.
780. above - 3 uses.
781. speak - 3 uses.
782. says - 3 uses.
783. forward - 3 uses.
784. chaos - 3 uses.
785. dragging - 3 uses.
786. shoulder - 3 uses.
787. perspective - 3 uses.
788. glow - 3 uses.
789. hiding - 3 uses.
790. stomping - 3 uses.
791. drain - 3 uses.
792. starting - 3 uses.
793. slipping - 3 uses.
794. kid - 3 uses.
795. difference - 3 uses.
796. clock - 3 uses.
797. smiling - 3 uses.
798. curse - 3 uses.
799. kind - 3 uses.
800. bumped - 3 uses.
801. took - 3 uses.
802. knock - 3 uses.
803. spreading - 3 uses.
804. drown - 3 uses.
805. picture - 3 uses.
806. ahead - 3 uses.
807. escape - 3 uses.
808. state - 3 uses.
809. road - 3 uses.
810. colder - 3 uses.
811. foot - 3 uses.
812. warmer - 3 uses.
813. sink - 3 uses.
814. loaded - 3 uses.
815. direction - 3 uses.
816. race - 3 uses.
817. ending - 3 uses.
818. passion - 3 uses.
819. drowning - 3 uses.
820. debate - 3 uses.
821. wipe - 3 uses.
822. compare - 3 uses.
823. likely - 3 uses.
824. backdoor - 3 uses.
825. understand - 3 uses.
826. quick - 3 uses.
827. stiff - 3 uses.
828. crack - 3 uses.
829. stares - 3 uses.
830. gates - 3 uses.
831. thread - 3 uses.
832. ceiling - 3 uses.
833. voice - 3 uses.
834. minute - 3 uses.
835. known - 3 uses.
836. ten - 3 uses.
837. hello - 3 uses.
838. bracing - 3 uses.
839. room - 3 uses.
840. bury - 3 uses.
841. retrace - 3 uses.
842. lay - 3 uses.
843. kiss - 3 uses.
844. wedding - 3 uses.
845. wouldve - 3 uses.
846. kissed - 3 uses.
847. helping - 3 uses.
848. meeting - 3 uses.
849. glimpse - 3 uses.
850. wearing - 3 uses.
851. hearing - 3 uses.
852. falls - 3 uses.
853. clean - 3 uses.
854. revenge - 3 uses.
855. rotten - 3 uses.
856. crumble - 3 uses.
857. scatter - 3 uses.
858. pack - 3 uses.
859. reality - 3 uses.
860. destroyed - 3 uses.
861. punch - 3 uses.
862. saw - 3 uses.
863. someday - 3 uses.
864. fear - 3 uses.
865. places - 3 uses.
866. disbelief - 3 uses.
867. space - 3 uses.
868. draw - 3 uses.
869. repeating - 3 uses.
870. rip - 3 uses.
871. parts - 3 uses.
872. crowd - 3 uses.
873. rid - 3 uses.
874. heavens - 3 uses.
875. heels - 3 uses.
876. repeat - 3 uses.
877. least - 3 uses.
878. blow - 3 uses.
879. jesus - 3 uses.
880. longer - 3 uses.
881. symphony - 3 uses.
882. different - 3 uses.
883. madness - 3 uses.
884. feeds - 3 uses.
885. sanity - 3 uses.
886. although - 3 uses.
887. backlash - 3 uses.
888. brave - 3 uses.
889. mother - 3 uses.
890. satisfaction - 3 uses.
891. contrast - 3 uses.
892. leaves - 3 uses.
893. gasping - 3 uses.
894. planted - 3 uses.
895. leap - 3 uses.
896. gamble - 3 uses.
897. positive - 3 uses.
898. city - 3 uses.
899. deny - 3 uses.
900. mad - 3 uses.
901. taller - 3 uses.
902. sail - 3 uses.
903. numb - 3 uses.
904. needs - 3 uses.
905. complicating - 3 uses.
906. third - 3 uses.
907. degree - 3 uses.
908. alarm - 3 uses.
909. emergency - 3 uses.
910. bane - 3 uses.
911. strings - 3 uses.
912. victorys - 3 uses.
913. casually - 3 uses.
914. function - 3 uses.
915. impress - 3 uses.
916. stereo - 3 uses.
917. spitting - 3 uses.
918. ridiculous - 3 uses.
919. frequency - 3 uses.
920. hitting - 3 uses.
921. pulpit - 3 uses.
922. across - 2 uses.
923. board - 2 uses.
924. kicking - 2 uses.
925. win - 2 uses.
926. lies - 2 uses.
927. ran - 2 uses.
928. new - 2 uses.
929. restart - 2 uses.
930. gears - 2 uses.
931. breaks - 2 uses.
932. apologize - 2 uses.
933. dodging - 2 uses.
934. half - 2 uses.
935. wheel - 2 uses.
936. brought - 2 uses.
937. dropped - 2 uses.
938. forgot - 2 uses.
939. understood - 2 uses.
940. ways - 2 uses.
941. house - 2 uses.
942. easier - 2 uses.
943. suitcase - 2 uses.
944. starts - 2 uses.
945. discover - 2 uses.
946. classic - 2 uses.
947. sell - 2 uses.
948. finger - 2 uses.
949. works - 2 uses.
950. beaten - 2 uses.
951. burned - 2 uses.
952. bridge - 2 uses.
953. bound - 2 uses.
954. toes - 2 uses.
955. storm - 2 uses.
956. nooo - 2 uses.
957. spent - 2 uses.
958. susan - 2 uses.
959. yes - 2 uses.
960. corner - 2 uses.
961. related - 2 uses.
962. sitting - 2 uses.
963. crown - 2 uses.
964. beneath - 2 uses.
965. slowly - 2 uses.
966. lift - 2 uses.
967. street - 2 uses.
968. untied - 2 uses.
969. heres - 2 uses.
970. weeks - 2 uses.
971. bone - 2 uses.
972. smell - 2 uses.
973. lovely - 2 uses.
974. bother - 2 uses.
975. sounds - 2 uses.
976. creeping - 2 uses.
977. focus - 2 uses.
978. hopeless - 2 uses.
979. outside - 2 uses.
980. purpose - 2 uses.
981. healthy - 2 uses.
982. demons - 2 uses.
983. headaches - 2 uses.
984. banging - 2 uses.
985. wrap - 2 uses.
986. cellophane - 2 uses.
987. blend - 2 uses.
988. politics - 2 uses.
989. eating - 2 uses.
990. cough - 2 uses.
991. cobwebs - 2 uses.
992. boards - 2 uses.
993. loosen - 2 uses.
994. rope - 2 uses.
995. rock - 2 uses.
996. speech - 2 uses.
997. keeping - 2 uses.
998. packed - 2 uses.
999. smile - 2 uses.
1000. games - 2 uses.
1001. semi-charmed - 2 uses.
1002. red - 2 uses.
1003. pass - 2 uses.
1004.  - 2 uses.
1005. lockdown - 2 uses.
1006. commission - 2 uses.
1007. factored - 2 uses.
1008. buried - 2 uses.
1009. hurry - 2 uses.
1010. freezes - 2 uses.
1011. rattling - 2 uses.
1012. crooked - 2 uses.
1013. wrongs - 2 uses.
1014. overrated - 2 uses.
1015. november - 2 uses.
1016. laid - 2 uses.
1017. sea - 2 uses.
1018. spine - 2 uses.
1019. buy - 2 uses.
1020. saint - 2 uses.
1021. ghost - 2 uses.
1022. biting - 2 uses.
1023. betrayed - 2 uses.
1024. book - 2 uses.
1025. trace - 2 uses.
1026. heaven - 2 uses.
1027. locked - 2 uses.
1028. winding - 2 uses.
1029. floating - 2 uses.
1030. wires - 2 uses.
1031. zero - 2 uses.
1032. big - 2 uses.
1033. conscience - 2 uses.
1034. looked - 2 uses.
1035. felt - 2 uses.
1036. crash - 2 uses.
1037. spinning - 2 uses.
1038. planning - 2 uses.
1039. nightmares - 2 uses.
1040. matter-matter-matter - 2 uses.
1041. crazy - 2 uses.
1042. settle - 2 uses.
1043. score - 2 uses.
1044. heading - 2 uses.
1045. willing - 2 uses.
1046. bait - 2 uses.
1047. shadows - 2 uses.
1048. daylight - 2 uses.
1049. underneath - 2 uses.
1050. pay - 2 uses.
1051. leaving - 2 uses.
1052. sharp - 2 uses.
1053. smooth - 2 uses.
1054. talker - 2 uses.
1055. very - 2 uses.
1056. tensions - 2 uses.
1057. feather - 2 uses.
1058. interest - 2 uses.
1059. stranger - 2 uses.
1060. counts - 2 uses.
1061. guide - 2 uses.
1062. tip - 2 uses.
1063. lover - 2 uses.
1064. pushed - 2 uses.
1065. awhile - 2 uses.
1066. hush - 2 uses.
1067. perfectly - 2 uses.
1068. conquer - 2 uses.
1069. needed - 2 uses.
1070. defeated - 2 uses.
1071. mutter - 2 uses.
1072. bite - 2 uses.
1073. stutter - 2 uses.
1074. impact - 2 uses.
1075. numbered - 2 uses.
1076. feels - 2 uses.
1077. common - 2 uses.
1078. happy - 2 uses.
1079. blank - 2 uses.
1080. leavin - 2 uses.
1081. seven - 2 uses.
1082. seas - 2 uses.
1083. bleed - 2 uses.
1084. weigh - 2 uses.
1085. stops - 2 uses.
1086. lasts - 2 uses.
1087. laugh - 2 uses.
1088. term - 2 uses.
1089. messages - 2 uses.
1090. screaming - 2 uses.
1091. toss - 2 uses.
1092. band-aid - 2 uses.
1093. scar - 2 uses.
1094. sent - 2 uses.
1095. ironic - 2 uses.
1096. hum - 2 uses.
1097. ring - 2 uses.
1098. rattles - 2 uses.
1099. daze - 2 uses.
1100. forever - 2 uses.
1101. bedtime - 2 uses.
1102. bat - 2 uses.
1103. em - 2 uses.
1104. surprise - 2 uses.
1105. speaking - 2 uses.
1106. whispers - 2 uses.
1107. hers - 2 uses.
1108. responsible - 2 uses.
1109. peeling - 2 uses.
1110. cavalier - 2 uses.
1111. connection - 2 uses.
1112. fucking - 2 uses.
1113. begin - 2 uses.
1114. tears - 2 uses.
1115. real - 2 uses.
1116. soles - 2 uses.
1117. glory - 2 uses.
1118. infected - 2 uses.
1119. washed - 2 uses.
1120. completely - 2 uses.
1121. oblivious - 2 uses.
1122. causing - 2 uses.
1123. forbid - 2 uses.
1124. couch - 2 uses.
1125. bout - 2 uses.
1126. personal - 2 uses.
1127. reigns - 2 uses.
1128. grey - 2 uses.
1129. reinvent - 2 uses.
1130. panic - 2 uses.
1131. arent - 2 uses.
1132. hurt - 2 uses.
1133. sweetie - 2 uses.
1134. lonely - 2 uses.
