Most used words by Coheed And Cambria: 
Number of songs scanned: 137
754. feeling - 5 uses.
755. sleeping - 5 uses.
756. christ - 5 uses.
757. needed - 5 uses.
758. daddy - 5 uses.
759. reality - 5 uses.
760. because - 5 uses.
761. complete - 5 uses.
762. screamed - 5 uses.
763. took - 5 uses.
764. burns - 5 uses.
765. jury - 5 uses.
766. asking - 5 uses.
767. fence - 5 uses.
768. along - 5 uses.
769. forgiven - 5 uses.
770. erase - 5 uses.
771. hudson - 5 uses.
772. sailing - 4 uses.
773. safely - 4 uses.
774. comforts - 4 uses.
775. playing - 4 uses.
776. everybody - 4 uses.
777. blame - 4 uses.
778. ‘cause - 4 uses.
779. window - 4 uses.
780. case - 4 uses.
781. mr - 4 uses.
782. plastic - 4 uses.
783. pulled - 4 uses.
784. games - 4 uses.
785. suggests - 4 uses.
786. whatever - 4 uses.
787. lock - 4 uses.
788. roll - 4 uses.
789. carving - 4 uses.
790. passed - 4 uses.
791. today - 4 uses.
792. relapse - 4 uses.
793. crowd - 4 uses.
794. mayo - 4 uses.
795. book - 4 uses.
796. sang - 4 uses.
797. tone - 4 uses.
798. strength - 4 uses.
799. lived - 4 uses.
800. multiplying - 4 uses.
801. lying - 4 uses.
802. penance - 4 uses.
803. disturbed - 4 uses.
804. doing - 4 uses.
805. waste - 4 uses.
806. plead - 4 uses.
807. sought - 4 uses.
808. drones - 4 uses.
809. swings - 4 uses.
810. covers - 4 uses.
811. golden - 4 uses.
812. less - 4 uses.
813. years - 4 uses.
814. bite - 4 uses.
815. tongue - 4 uses.
816. barrel - 4 uses.
817. bodys - 4 uses.
818. stood - 4 uses.
819. ears - 4 uses.
820. teach - 4 uses.
821. stick - 4 uses.
822. straight - 4 uses.
823. crime - 4 uses.
824. remains - 4 uses.
825. states - 4 uses.
826. lied - 4 uses.
827. figure - 4 uses.
828. jersey - 4 uses.
829. defense - 4 uses.
830. merely - 4 uses.
831. others - 4 uses.
832. ideas - 4 uses.
833. heat - 4 uses.
834. heaven - 4 uses.
835. cure - 4 uses.
836. wallow - 4 uses.
837. shepherd - 4 uses.
838. darkness - 4 uses.
839. seat - 4 uses.
840. desperately - 4 uses.
841. atop - 4 uses.
842. killing - 4 uses.
843. joke - 4 uses.
844. whether - 4 uses.
845. breaks - 4 uses.
846. quiet - 4 uses.
847. surround - 4 uses.
848. waits - 4 uses.
849. hole - 4 uses.
850. discard - 4 uses.
851. worries - 4 uses.
852. dies - 4 uses.
853. feels - 4 uses.
854. theyd - 4 uses.
855. turns - 4 uses.
856. sold - 4 uses.
857. mourn - 4 uses.
858. closets - 4 uses.
859. thick - 4 uses.
860. thin - 4 uses.
861. cuts - 4 uses.
862. scrounge - 4 uses.
863. bent - 4 uses.
864. jokes - 4 uses.
865. summers - 4 uses.
866. debris - 4 uses.
867. leading - 4 uses.
868. swim - 4 uses.
869. waters - 4 uses.
870. severed - 4 uses.
871. sour - 4 uses.
872. whose - 4 uses.
873. disciple - 4 uses.
874. ends - 4 uses.
875. house - 4 uses.
876. dearly - 4 uses.
877. expose - 4 uses.
878. escape - 4 uses.
879. played - 4 uses.
880. happy - 4 uses.
881. fend - 4 uses.
882. fiction - 4 uses.
883. fate - 4 uses.
884. death - 4 uses.
885. sits - 4 uses.
886. changed - 4 uses.
887. mars - 4 uses.
888. blank - 4 uses.
889. homecoming - 4 uses.
890. multiply - 4 uses.
891. cable - 4 uses.
892. anybody - 4 uses.
893. shoulders - 4 uses.
894. unheavenly - 4 uses.
895. became - 4 uses.
896. seems - 4 uses.
897. maybes - 4 uses.
898. pushed - 4 uses.
899. hour - 4 uses.
900. secret - 4 uses.
901. grass - 4 uses.
902. enemy - 4 uses.
903. master - 4 uses.
904. yea - 4 uses.
905. reads - 4 uses.
906. armor - 4 uses.
907. promised - 4 uses.
908. bang - 4 uses.
909. feed - 4 uses.
910. motion - 4 uses.
911. puzzle - 4 uses.
912. erasing - 4 uses.
913. slow - 4 uses.
914. pegged - 4 uses.
915. counting - 4 uses.
916. stealing - 4 uses.
917. josephine - 4 uses.
918. defines - 4 uses.
919. grip - 4 uses.
920. murderer - 4 uses.
921. defeat - 4 uses.
922. atlas - 4 uses.
923. anchor - 4 uses.
924. sink - 4 uses.
925. unwritten - 4 uses.
926. west - 4 uses.
927. dad - 4 uses.
928. charger - 4 uses.
929. sorrow - 4 uses.
930. stations - 4 uses.
931. mad - 4 uses.
932. believing - 4 uses.
933. empty - 4 uses.
934. convey - 4 uses.
935. entity - 4 uses.
936. highway - 4 uses.
937. claudio - 4 uses.
938. admit - 4 uses.
939. scribbled - 4 uses.
940. promises - 4 uses.
941. nighttime - 4 uses.
942. moving - 4 uses.
943. direction - 4 uses.
944. shattered - 3 uses.
945. beginning - 3 uses.
946. strangers - 3 uses.
947. forgiving - 3 uses.
948. lives - 3 uses.
949. different - 3 uses.
950. sell - 3 uses.
951. people - 3 uses.
952. transmission - 3 uses.
953. sent - 3 uses.
954. gurney - 3 uses.
955. 1 - 3 uses.
956. 2 - 3 uses.
957. keeping - 3 uses.
958. shut - 3 uses.
959. rug - 3 uses.
960. underneath - 3 uses.
961. spirit - 3 uses.
962. farce - 3 uses.
963. forgot - 3 uses.
964. crying - 3 uses.
965. allow - 3 uses.
966. repeat - 3 uses.
967. cross - 3 uses.
968. goods - 3 uses.
969. coward - 3 uses.
970. annoy - 3 uses.
971. waking - 3 uses.
972. faith - 3 uses.
973. steps - 3 uses.
974. pen - 3 uses.
975. loves - 3 uses.
976. cautious - 3 uses.
977. fathers - 3 uses.
978. engineer - 3 uses.
979. president - 3 uses.
980. heard - 3 uses.
981. disown - 3 uses.
982. teasing - 3 uses.
983. hush - 3 uses.
984. future - 3 uses.
985. ladies - 3 uses.
986. gentlemen - 3 uses.
987. surface - 3 uses.
988. wondering - 3 uses.
989. concrete - 3 uses.
990. state - 3 uses.
991. pick - 3 uses.
992. health - 3 uses.
993. kicking - 3 uses.
994. victims - 3 uses.
995. sincerest - 3 uses.
996. fools - 3 uses.
997. sleeps - 3 uses.
998. grown - 3 uses.
999. frightened - 3 uses.
1000. drive - 3 uses.
1001. stupid - 3 uses.
1002. driving - 3 uses.
1003. burdens - 3 uses.
1004. missing - 3 uses.
1005. lesson - 3 uses.
1006. angry - 3 uses.
1007. brought - 3 uses.
1008. shift - 3 uses.
1009. stuck - 3 uses.
1010. sight - 3 uses.
1011. town - 3 uses.
1012. calm - 3 uses.
1013. shoot - 3 uses.
1014. touched - 3 uses.
1015. woah-ho - 3 uses.
1016. better-half - 3 uses.
1017. tower - 3 uses.
1018. fingers - 3 uses.
1019. innocent - 3 uses.
1020. safe - 3 uses.
1021. plague - 3 uses.
1022. haunt - 3 uses.
1023. closure - 3 uses.
1024. waving - 3 uses.
1025. having - 3 uses.
1026. nice - 3 uses.
1027. gallows - 3 uses.
1028. perched - 3 uses.
1029. desperate - 3 uses.
1030. hallelujah - 3 uses.
1031. otherwise - 3 uses.
1032. beds - 3 uses.
1033. warring - 3 uses.
1034. flash - 3 uses.
1035. blade - 3 uses.
1036. about-face - 3 uses.
1037. implore - 3 uses.
1038. soft - 3 uses.
1039. sinking - 3 uses.
1040. lean - 3 uses.
1041. pulse - 3 uses.
1042. tragedy - 3 uses.
1043. unhappy - 3 uses.
1044. no-one - 3 uses.
1045. hollow - 3 uses.
1046. regardless - 3 uses.
1047. apollo - 3 uses.
1048. sir - 3 uses.
1049. saved - 3 uses.
1050. bid - 3 uses.
1051. storm - 3 uses.
1052. rain - 3 uses.
1053. faint - 3 uses.
1054. meant - 3 uses.
1055. judgment - 3 uses.
1056. failed - 3 uses.
1057. hoping - 3 uses.
1058. felt - 3 uses.
1059. messenger - 3 uses.
1060. scattered - 3 uses.
1061. sisters - 3 uses.
1062. closing - 3 uses.
1063. cusp - 3 uses.
1064. moves - 3 uses.
1065. relevant - 3 uses.
1066. fed - 3 uses.
1067. foolish - 3 uses.
1068. gain - 3 uses.
1069. vision - 3 uses.
1070. company - 3 uses.
1071. evil - 3 uses.
1072. bodies - 3 uses.
1073. character - 3 uses.
1074. dirt - 3 uses.
1075. interstate - 3 uses.
1076. awayill - 3 uses.
1077. causeway - 3 uses.
1078. neverwhere - 3 uses.
1079. hero - 3 uses.
1080. fee - 3 uses.
1081. apartments - 3 uses.
1082. small - 3 uses.
1083. sand - 3 uses.
1084. emotions - 3 uses.
1085. departed - 3 uses.
1086. bones - 3 uses.
1087. toss - 3 uses.
1088. enjoy - 3 uses.
1089. laugh - 3 uses.
1090. endured - 3 uses.
1091. premise - 3 uses.
1092. loaded - 3 uses.
1093. sane - 3 uses.
1094. beer - 3 uses.
1095. drinkers - 3 uses.
1096. raisers - 3 uses.
1097. attempt - 3 uses.
1098. precious - 3 uses.
1099. beauty - 3 uses.
1100. late - 3 uses.
1101. eat - 3 uses.
1102. ya - 3 uses.
1103. concern - 3 uses.
1104. feelings - 3 uses.
1105. return - 3 uses.
1106. fell - 3 uses.
1107. universe - 3 uses.
1108. screams - 3 uses.
1109. respect - 3 uses.
1110. covered - 3 uses.
1111. rate - 3 uses.
1112. sudden - 3 uses.
1113. honesty - 3 uses.
1114. obey - 3 uses.
1115. flip - 3 uses.
1116. kind - 3 uses.
1117. phone - 3 uses.
1118. amongst - 3 uses.
1119. pressure - 3 uses.
1120. shout - 3 uses.
1121. robot - 3 uses.
1122. lust - 3 uses.
1123. purple - 3 uses.
1124. haze - 3 uses.
1125. brain - 3 uses.
1126. caution - 3 uses.
1127. supports - 3 uses.
1128. wondered - 3 uses.
1129. traveled - 3 uses.
1130. themselves - 3 uses.
1131. clock - 3 uses.
1132. strike - 3 uses.
1133. listens - 3 uses.
1134. saying - 3 uses.
1135. x-wing - 3 uses.
1136. fighter - 3 uses.
1137. ones - 3 uses.
