Most used words by Red Hot Chili Peppers: 
Number of songs scanned: 253
235. goodbye - 26 uses.
236. behind - 26 uses.
237. white - 26 uses.
238. oh-oh - 26 uses.
239. any - 26 uses.
240. kick - 26 uses.
241. stand - 26 uses.
242. brave - 26 uses.
243. almost - 26 uses.
244. california - 26 uses.
245. town - 25 uses.
246. sit - 25 uses.
247. meant - 25 uses.
248. bright - 25 uses.
249. rest - 25 uses.
250. steal - 25 uses.
251. name - 25 uses.
252. kid - 25 uses.
253. wish - 25 uses.
254. looks - 25 uses.
255. remember - 25 uses.
256. turtle - 25 uses.
257. piece - 24 uses.
258. crime - 24 uses.
259. step - 24 uses.
260. hump - 24 uses.
261. somebody - 24 uses.
262. bump - 24 uses.
263. next - 24 uses.
264. born - 24 uses.
265. mirror - 24 uses.
266. pop - 24 uses.
267. mother - 24 uses.
268. cabron - 24 uses.
269. readymade - 24 uses.
270. nevermind - 24 uses.
271. hit - 23 uses.
272. mouth - 23 uses.
273. power - 23 uses.
274. close - 23 uses.
275. gon - 23 uses.
276. skin - 23 uses.
277. low - 23 uses.
278. school - 23 uses.
279. talking - 23 uses.
280. american - 23 uses.
281. rollercoaster - 23 uses.
282. miss - 22 uses.
283. funny - 22 uses.
284. smell - 22 uses.
285. mine - 22 uses.
286. beat - 22 uses.
287. knees - 22 uses.
288. living - 22 uses.
289. boys - 22 uses.
290. talk - 22 uses.
291. maybe - 22 uses.
292. sad - 22 uses.
293. shake - 22 uses.
294. green - 22 uses.
295. goes - 22 uses.
296. done - 22 uses.
297. myself - 22 uses.
298. aw - 22 uses.
299. tried - 22 uses.
300. heavy - 22 uses.
301. rule - 22 uses.
302. bigger - 22 uses.
303. sea - 21 uses.
304. first - 21 uses.
305. meet - 21 uses.
306. makes - 21 uses.
307. pay - 21 uses.
308. wave - 21 uses.
309. dig - 21 uses.
310. should - 21 uses.
311. alright - 21 uses.
312. child - 21 uses.
313. catholic - 21 uses.
314. population - 21 uses.
315. lose - 20 uses.
316. gave - 20 uses.
317. own - 20 uses.
318. ground - 20 uses.
319. cut - 20 uses.
320. days - 20 uses.
321. taste - 20 uses.
322. de - 20 uses.
323. try - 20 uses.
324. men - 20 uses.
325. half - 20 uses.
326. until - 20 uses.
327. death - 20 uses.
328. called - 20 uses.
329. traffic - 20 uses.
330. bed - 20 uses.
331. aeroplane - 20 uses.
332. sugar - 20 uses.
333. weve - 20 uses.
334. torture - 20 uses.
335. times - 20 uses.
336. testify - 20 uses.
337. sikamikanico - 20 uses.
338. sick - 19 uses.
339. lady - 19 uses.
340. pick - 19 uses.
341. met - 19 uses.
342. blow - 19 uses.
343. birds - 19 uses.
344. heard - 19 uses.
345. lot - 19 uses.
346. eye - 19 uses.
347. sir - 19 uses.
348. psycho - 19 uses.
349. funk - 19 uses.
350. cup - 19 uses.
351. stretch - 19 uses.
352. most - 18 uses.
353. kill - 18 uses.
354. took - 18 uses.
355. walking - 18 uses.
356. under - 18 uses.
357. heaven - 18 uses.
358. kinda - 18 uses.
359. pretty - 18 uses.
360. after - 18 uses.
361. fast - 18 uses.
362. gold - 18 uses.
363. three - 18 uses.
364. bush - 18 uses.
365. doop - 18 uses.
366. miles - 18 uses.
367. war - 18 uses.
368. shine - 18 uses.
369. ghost - 18 uses.
370. pleasure - 18 uses.
371. turned - 18 uses.
372. sale - 18 uses.
373. rivers - 18 uses.
374. watch - 18 uses.
375. flow - 18 uses.
376. wants - 18 uses.
377. state - 17 uses.
378. fly - 17 uses.
379. jumping - 17 uses.
380. wet - 17 uses.
381. wild - 17 uses.
382. set - 17 uses.
383. lie - 17 uses.
384. choose - 17 uses.
385. wonder - 17 uses.
386. music - 17 uses.
387. wide - 17 uses.
388. sight - 17 uses.
389. warming - 17 uses.
390. californication - 17 uses.
391. body - 16 uses.
392. form - 16 uses.
393. such - 16 uses.
394. street - 16 uses.
395. mr - 16 uses.
396. known - 16 uses.
397. touch - 16 uses.
398. fun - 16 uses.
399. groove - 16 uses.
400. makin - 16 uses.
401. says - 16 uses.
402. hurt - 16 uses.
403. hills - 16 uses.
404. kids - 16 uses.
405. tree - 16 uses.
406. carry - 16 uses.
407. til - 16 uses.
408. mob - 16 uses.
409. city - 16 uses.
410. morning - 16 uses.
411. anyway - 16 uses.
412. land - 16 uses.
413. killing - 16 uses.
414. minor - 16 uses.
415. doo-ru - 16 uses.
416. doo - 16 uses.
417. bye - 16 uses.
418. lovely - 16 uses.
419. yall - 15 uses.
420. few - 15 uses.
421. late - 15 uses.
422. beauty - 15 uses.
423. clean - 15 uses.
424. forever - 15 uses.
425. change - 15 uses.
426. being - 15 uses.
427. chump - 15 uses.
428. sucker - 15 uses.
429. message - 15 uses.
430. tears - 15 uses.
431. happy - 15 uses.
432. minute - 15 uses.
433. mercy - 15 uses.
434. freak - 15 uses.
435. streets - 15 uses.
436. johnny - 15 uses.
437. between - 15 uses.
438. favorite - 15 uses.
439. note - 15 uses.
440. fear - 15 uses.
441. though - 15 uses.
442. straight - 15 uses.
443. warm - 15 uses.
444. stone - 15 uses.
445. wake - 15 uses.
446. bird - 15 uses.
447. earth - 15 uses.
448. tired - 15 uses.
449. throw - 15 uses.
450. grace - 15 uses.
451. count - 15 uses.
452. dying - 15 uses.
453. shame - 15 uses.
454. hair - 14 uses.
455. standing - 14 uses.
456. soon - 14 uses.
457. truth - 14 uses.
458. storm - 14 uses.
459. fist - 14 uses.
460. box - 14 uses.
461. safe - 14 uses.
462. bleed - 14 uses.
463. burn - 14 uses.
464. snow - 14 uses.
465. else - 14 uses.
466. feet - 14 uses.
467. forget - 14 uses.
468. case - 14 uses.
469. making - 14 uses.
470. cmon - 14 uses.
471. joe - 14 uses.
472. clear - 14 uses.
473. door - 14 uses.
474. roll - 14 uses.
475. alive - 14 uses.
476. room - 14 uses.
477. game - 14 uses.
478. arent - 14 uses.
479. real - 14 uses.
480. wow - 14 uses.
481. lovin - 14 uses.
482. country - 14 uses.
483. mean - 14 uses.
484. daddy - 14 uses.
485. running - 14 uses.
486. e - 14 uses.
487. swim - 14 uses.
488. surrender - 14 uses.
489. police - 14 uses.
490. chili - 14 uses.
491. west - 13 uses.
492. chance - 13 uses.
493. golden - 13 uses.
494. singing - 13 uses.
495. blues - 13 uses.
496. wind - 13 uses.
497. slide - 13 uses.
498. fact - 13 uses.
499. win - 13 uses.
500. nature - 13 uses.
501. bout - 13 uses.
502. comin - 13 uses.
503. soft - 13 uses.
504. breaking - 13 uses.
505. dad - 13 uses.
506. sand - 13 uses.
507. eat - 13 uses.
508. walkin - 13 uses.
509. cool - 13 uses.
510. glad - 13 uses.
511. words - 13 uses.
512. insane - 13 uses.
513. car - 13 uses.
514. crosstown - 13 uses.
515. pray - 13 uses.
516. superstar - 13 uses.
517. years - 13 uses.
518. rise - 13 uses.
519. line - 13 uses.
520. tamales - 13 uses.
521. repeat - 13 uses.
522. feels - 13 uses.
523. above - 13 uses.
524. beneath - 13 uses.
525. hide - 13 uses.
526. faith - 13 uses.
527. stream - 13 uses.
528. dreams - 13 uses.
529. ones - 13 uses.
530. leverage - 13 uses.
531. backwoods - 13 uses.
532. beast - 13 uses.
533. appeal - 13 uses.
534. once - 12 uses.
535. mess - 12 uses.
536. dark - 12 uses.
537. ways - 12 uses.
538. bite - 12 uses.
539. finally - 12 uses.
540. rhythm - 12 uses.
541. tongue - 12 uses.
542. quick - 12 uses.
543. played - 12 uses.
544. laugh - 12 uses.
545. matter - 12 uses.
546. dust - 12 uses.
547. dancing - 12 uses.
548. getchya - 12 uses.
549. bodu - 12 uses.
550. outside - 12 uses.
551. against - 12 uses.
552. human - 12 uses.
553. darling - 12 uses.
554. hello - 12 uses.
555. needs - 12 uses.
556. radio - 12 uses.
557. twist - 12 uses.
558. simple - 12 uses.
559. chase - 12 uses.
560. broken - 12 uses.
561. father - 12 uses.
562. million - 12 uses.
563. small - 12 uses.
564. ay-oh - 12 uses.
565. way-oh - 12 uses.
566. ought - 12 uses.
567. brain - 12 uses.
568. round - 12 uses.
569. charlies - 12 uses.
570. double - 12 uses.
571. reach - 12 uses.
572. sister - 12 uses.
573. shade - 12 uses.
574. middle - 12 uses.
575. slave - 12 uses.
576. danger - 12 uses.
577. 1 - 12 uses.
578. 2 - 12 uses.
579. price - 12 uses.
580. anymore - 12 uses.
581. millionaire - 12 uses.
582. queen - 11 uses.
583. summer - 11 uses.
584. weather - 11 uses.
585. finger - 11 uses.
586. fool - 11 uses.
587. cover - 11 uses.
588. turning - 11 uses.
589. loves - 11 uses.
590. suit - 11 uses.
591. fish - 11 uses.
592. wicked - 11 uses.
593. anybody - 11 uses.
594. everyday - 11 uses.
595. doctor - 11 uses.
596. magic - 11 uses.
597. showed - 11 uses.
598. short - 11 uses.
599. flowers - 11 uses.
600. number - 11 uses.
601. rolling - 11 uses.
602. race - 11 uses.
603. sexy - 11 uses.
604. naked - 11 uses.
605. forest - 11 uses.
606. belong - 11 uses.
607. motherfuckers - 11 uses.
608. tiny - 11 uses.
609. help - 11 uses.
610. river - 11 uses.
611. throat - 11 uses.
612. lookin - 11 uses.
613. drink - 11 uses.
614. 3 - 11 uses.
615. swear - 11 uses.
616. range - 11 uses.
617. shit - 11 uses.
618. peppers - 11 uses.
619. air - 10 uses.
620. secret - 10 uses.
621. horse - 10 uses.
622. news - 10 uses.
623. lows - 10 uses.
624. purple - 10 uses.
625. write - 10 uses.
626. together - 10 uses.
627. okay - 10 uses.
628. silly - 10 uses.
629. shout - 10 uses.
630. legs - 10 uses.
631. cum - 10 uses.
632. sign - 10 uses.
633. cat - 10 uses.
634. future - 10 uses.
635. burning - 10 uses.
636. wear - 10 uses.
637. nothin - 10 uses.
638. art - 10 uses.
639. skinny - 10 uses.
640. stranger - 10 uses.
641. yesterday - 10 uses.
642. scream - 10 uses.
643. couldnt - 10 uses.
644. coyotes - 10 uses.
645. moving - 10 uses.
646. trouble - 10 uses.
647. ocean - 10 uses.
648. stick - 10 uses.
649. suck - 10 uses.
650. nice - 10 uses.
651. pushing - 10 uses.
652. animal - 10 uses.
653. rockin - 10 uses.
654. yo - 10 uses.
655. everywhere - 10 uses.
656. stare - 10 uses.
657. venus - 10 uses.
658. read - 10 uses.
659. london - 10 uses.
660. hearts - 10 uses.
661. buckle - 10 uses.
662. check - 10 uses.
663. later - 10 uses.
664. ay - 10 uses.
665. yet - 10 uses.
666. bring - 10 uses.
667. float - 10 uses.
668. send - 10 uses.
669. hate - 10 uses.
670. spiked - 10 uses.
671. natural - 10 uses.
672. memories - 10 uses.
673. strange - 10 uses.
674. teenager - 10 uses.
675. lovers - 10 uses.
676. mary - 10 uses.
677. runaway - 10 uses.
678. job - 10 uses.
679. detroit - 10 uses.
680. station - 10 uses.
681. uh-uck - 10 uses.
682. viewin - 10 uses.
683. less - 9 uses.
684. bend - 9 uses.
685. noon - 9 uses.
686. fortune - 9 uses.
687. faded - 9 uses.
688. sounds - 9 uses.
689. blackeyed - 9 uses.
690. hope - 9 uses.
691. giving - 9 uses.
692. pants - 9 uses.
693. mister - 9 uses.
694. swing - 9 uses.
695. design - 9 uses.
696. push - 9 uses.
697. cop - 9 uses.
698. wife - 9 uses.
699. – - 9 uses.
700. pistol - 9 uses.
701. punk - 9 uses.
702. ten - 9 uses.
703. lives - 9 uses.
704. feelings - 9 uses.
705. fate - 9 uses.
706. book - 9 uses.
707. hundred - 9 uses.
708. livin - 9 uses.
709. dare - 9 uses.
710. sweaty - 9 uses.
711. family - 9 uses.
712. catch - 9 uses.
713. happened - 9 uses.
714. shadow - 9 uses.
715. corner - 9 uses.
716. huh - 9 uses.
717. lies - 9 uses.
718. company - 9 uses.
719. damn - 9 uses.
720. laws - 9 uses.
721. songs - 9 uses.
722. died - 9 uses.
723. dick - 9 uses.
724. spread - 9 uses.
725. forming - 9 uses.
726. beautiful - 9 uses.
727. babe - 9 uses.
728. learn - 9 uses.
729. spot - 9 uses.
730. four - 9 uses.
731. mystery - 9 uses.
732. different - 9 uses.
733. fill - 9 uses.
734. knife - 9 uses.
735. bear - 9 uses.
736. nowhere - 9 uses.
737. stars - 9 uses.
738. slap - 9 uses.
739. voice - 9 uses.
740. lead - 9 uses.
741. doubt - 9 uses.
742. lifetime - 9 uses.
743. dong - 9 uses.
744. somehow - 9 uses.
745. tear - 9 uses.
746. cheetah - 9 uses.
747. whole - 9 uses.
748. dear - 9 uses.
749. work - 9 uses.
750. outer - 9 uses.
751. park - 9 uses.
752. heres - 9 uses.
753. bein - 9 uses.
754. aquatic - 9 uses.
755. factory - 9 uses.
756. roam - 8 uses.
757. easy - 8 uses.
758. breeze - 8 uses.
759. waves - 8 uses.
760. trip - 8 uses.
761. supposed - 8 uses.
762. dress - 8 uses.
763. highs - 8 uses.
764. shocking - 8 uses.
765. slim - 8 uses.
766. tune - 8 uses.
767. phone - 8 uses.
768. lips - 8 uses.
769. block - 8 uses.
770. extra - 8 uses.
771. hop - 8 uses.
772. reasons - 8 uses.
773. across - 8 uses.
774. style - 8 uses.
775. mad - 8 uses.
776. sleep - 8 uses.
777. paper - 8 uses.
778. unknown - 8 uses.
779. means - 8 uses.
780. bust - 8 uses.
781. nobody - 8 uses.
782. jane - 8 uses.
783. buffalo - 8 uses.
784. looked - 8 uses.
785. named - 8 uses.
786. nights - 8 uses.
787. search - 8 uses.
788. monkey - 8 uses.
789. flip - 8 uses.
790. caught - 8 uses.
791. bone - 8 uses.
792. mountains - 8 uses.
793. shakin - 8 uses.
794. angels - 8 uses.
795. store - 8 uses.
796. loco - 8 uses.
797. gurumukh - 8 uses.
798. others - 8 uses.
799. fair - 8 uses.
800. trust - 8 uses.
801. stranded - 8 uses.
802. smiling - 8 uses.
803. melancholy - 8 uses.
804. worry - 8 uses.
805. least - 8 uses.
806. dog - 8 uses.
807. lions - 8 uses.
808. key - 8 uses.
809. universe - 8 uses.
810. guy - 8 uses.
811. flowing - 8 uses.
812. understood - 8 uses.
813. within - 8 uses.
814. dolphin - 8 uses.
815. yours - 8 uses.
816. shot - 8 uses.
817. o - 8 uses.
818. struck - 8 uses.
819. slay - 8 uses.
820. pillow - 8 uses.
821. breath - 8 uses.
822. forcing - 8 uses.
823. thinkin - 8 uses.
824. whoop-de-whoop-de-get-ta-gala-goop-ta - 8 uses.
825. hooray - 8 uses.
826. claim - 8 uses.
827. paid - 8 uses.
828. subway - 8 uses.
829. poster - 8 uses.
830. reborn - 8 uses.
831. nah - 8 uses.
832. helicopter - 8 uses.
833. apes - 8 uses.
834. worries - 8 uses.
835. factually - 8 uses.
836. blessed - 7 uses.
837. silver - 7 uses.
838. refuse - 7 uses.
839. riding - 7 uses.
840. floor - 7 uses.
841. mountain - 7 uses.
842. heat - 7 uses.
843. spy - 7 uses.
844. frustration - 7 uses.
845. driving - 7 uses.
846. billy - 7 uses.
847. pull - 7 uses.
848. hood - 7 uses.
849. thumb - 7 uses.
850. drums - 7 uses.
851. pavement - 7 uses.
852. worth - 7 uses.
853. smoke - 7 uses.
854. verse - 7 uses.
855. lots - 7 uses.
856. bar - 7 uses.
857. near - 7 uses.
858. clouds - 7 uses.
859. planet - 7 uses.
860. indian - 7 uses.
861. went - 7 uses.
862. both - 7 uses.
863. certain - 7 uses.
864. kitchen - 7 uses.
865. yohanna - 7 uses.
866. house - 7 uses.
867. shape - 7 uses.
868. relief - 7 uses.
869. flame - 7 uses.
870. memory - 7 uses.
871. uh - 7 uses.
872. devil - 7 uses.
873. ready - 7 uses.
874. stadium - 7 uses.
875. cannot - 7 uses.
876. gentlemen - 7 uses.
877. decide - 7 uses.
878. drummer - 7 uses.
879. swimming - 7 uses.
880. bow - 7 uses.
881. forsake - 7 uses.
882. closer - 7 uses.
883. quite - 7 uses.
884. loud - 7 uses.
885. settle - 7 uses.
886. color - 7 uses.
887. wall - 7 uses.
888. rocking - 7 uses.
889. steady - 7 uses.
890. easily - 7 uses.
891. creature - 7 uses.
892. anyone - 7 uses.
893. higher - 7 uses.
894. spend - 7 uses.
895. deny - 7 uses.
896. wood - 7 uses.
897. teacher - 7 uses.
898. minds - 7 uses.
899. course - 7 uses.
900. kisses - 7 uses.
901. wheres - 7 uses.
902. equality - 7 uses.
903. buy - 7 uses.
904. avalon - 7 uses.
905. contain - 7 uses.
906. favor - 7 uses.
907. taking - 7 uses.
908. worlds - 7 uses.
909. fallin - 7 uses.
910. revealed - 7 uses.
911. medicine - 7 uses.
912. doesnt - 7 uses.
913. grow - 7 uses.
914. laughing - 7 uses.
915. glow - 7 uses.
916. shop - 7 uses.
917. sail - 7 uses.
918. fingers - 7 uses.
919. serve - 7 uses.
920. holy - 7 uses.
921. trees - 7 uses.
922. roses - 7 uses.
923. highest - 7 uses.
924. six - 7 uses.
925. represent - 7 uses.
926. forgotten - 7 uses.
927. ow - 7 uses.
928. sent - 7 uses.
929. spite - 7 uses.
930. havana - 7 uses.
931. chemistry - 7 uses.
932. plan - 7 uses.
933. werent - 7 uses.
934. lifes - 7 uses.
935. luck - 7 uses.
936. walkabout - 7 uses.
937. floating - 7 uses.
938. otherside - 7 uses.
939. hanalei - 7 uses.
940. cryin - 7 uses.
941. summertime - 7 uses.
942. wash - 7 uses.
943. east - 6 uses.
944. spoke - 6 uses.
945. since - 6 uses.
946. whip - 6 uses.
947. liked - 6 uses.
948. divine - 6 uses.
949. tight - 6 uses.
950. orleans - 6 uses.
951. stuck - 6 uses.
952. blew - 6 uses.
953. fascinated - 6 uses.
954. connected - 6 uses.
955. emotion - 6 uses.
956. pumping - 6 uses.
957. pumpkin - 6 uses.
958. christ - 6 uses.
959. kissum - 6 uses.
960. pound - 6 uses.
961. shoot - 6 uses.
962. d - 6 uses.
963. pride - 6 uses.
964. children - 6 uses.
965. motion - 6 uses.
966. drop - 6 uses.
967. teach - 6 uses.
968. raised - 6 uses.
969. mention - 6 uses.
970. sunny - 6 uses.
971. waste - 6 uses.
972. bop - 6 uses.
973. awake - 6 uses.
974. speak - 6 uses.
975. cash - 6 uses.
976. sometimes - 6 uses.
977. mile - 6 uses.
978. lack - 6 uses.
979. year - 6 uses.
980. cries - 6 uses.
981. surprise - 6 uses.
982. shed - 6 uses.
983. ship - 6 uses.
984. necessities - 6 uses.
985. parking - 6 uses.
986. playing - 6 uses.
987. record - 6 uses.
988. emotional - 6 uses.
989. flea - 6 uses.
990. field - 6 uses.
991. bless - 6 uses.
992. weird - 6 uses.
993. ho - 6 uses.
994. seems - 6 uses.
995. bathroom - 6 uses.
996. thinks - 6 uses.
997. john - 6 uses.
998. front - 6 uses.
999. drive - 6 uses.
1000. aye - 6 uses.
1001. lived - 6 uses.
1002. blind - 6 uses.
1003. crashing - 6 uses.
1004. thank - 6 uses.
1005. isnt - 6 uses.
1006. release - 6 uses.
1007. freaky - 6 uses.
1008. mom - 6 uses.
1009. money - 6 uses.
1010. supreme - 6 uses.
1011. treat - 6 uses.
1012. curly - 6 uses.
1013. lo - 6 uses.
1014. sell - 6 uses.
1015. pink - 6 uses.
1016. nerve - 6 uses.
1017. ek - 6 uses.
1018. bara - 6 uses.
1019. mala - 6 uses.
1020. instead - 6 uses.
1021. throne - 6 uses.
1022. domino - 6 uses.
1023. notion - 6 uses.
1024. rose - 6 uses.
1025. cage - 6 uses.
1026. pack - 6 uses.
1027. destroy - 6 uses.
1028. fading - 6 uses.
1029. dope - 6 uses.
1030. early - 6 uses.
1031. paint - 6 uses.
1032. bobby - 6 uses.
1033. ooh-ooh - 6 uses.
1034. heads - 6 uses.
1035. bridge - 6 uses.
1036. downtown - 6 uses.
1037. lemme - 6 uses.
1038. seas - 6 uses.
1039. onto - 6 uses.
1040. fauna - 6 uses.
1041. someones - 6 uses.
1042. daughter - 6 uses.
1043. fills - 6 uses.
1044. hollow - 6 uses.
1045. lick - 6 uses.
1046. foot - 6 uses.
1047. guys - 6 uses.
1048. solar - 6 uses.
1049. strip - 6 uses.
1050. elementary - 6 uses.
1051. fucking - 6 uses.
1052. spirit - 6 uses.
1053. appalling - 6 uses.
1054. stitch - 6 uses.
1055. slip - 6 uses.
1056. sittin - 6 uses.
1057. spare - 6 uses.
1058. television - 6 uses.
1059. mothers - 6 uses.
1060. tender - 6 uses.
1061. dreaming - 6 uses.
1062. pocket - 6 uses.
1063. screaming - 6 uses.
1064. vision - 6 uses.
1065. raise - 6 uses.
1066. son - 6 uses.
1067. desert - 6 uses.
1068. mental - 6 uses.
1069. health - 6 uses.
1070. raining - 6 uses.
1071. stronger - 6 uses.
1072. june - 6 uses.
1073. lust - 6 uses.
1074. bubble - 6 uses.
1075. searchin - 6 uses.
1076. monarchy - 6 uses.
1077. getaway - 6 uses.
1078. tunes - 6 uses.
1079. righteous - 6 uses.
1080. prodigies - 6 uses.
1081. praying - 6 uses.
1082. five - 6 uses.
1083. teacup - 6 uses.
1084. historys - 6 uses.
1085. mechanics - 6 uses.
1086. started - 6 uses.
1087. hots - 6 uses.
1088. busted - 6 uses.
1089. maggie - 6 uses.
1090. duran - 6 uses.
1091. everyones - 6 uses.
1092. robots - 6 uses.
1093. breathe - 6 uses.
1094. overjoyed - 6 uses.
1095. lune - 6 uses.
1096. michigan - 6 uses.
1097. torrid - 6 uses.
1098. uptight - 6 uses.
1099. freeze - 6 uses.
1100. moment - 5 uses.
1101. taught - 5 uses.
1102. lazy - 5 uses.
1103. skies - 5 uses.
1104. takes - 5 uses.
1105. dressed - 5 uses.
1106. hurts - 5 uses.
1107. machine - 5 uses.
1108. america - 5 uses.
1109. gate - 5 uses.
1110. brown - 5 uses.
1111. built - 5 uses.
1112. shell - 5 uses.
1113. clock - 5 uses.
1114. rod - 5 uses.
1115. flash - 5 uses.
1116. pass - 5 uses.
1117. zephyr - 5 uses.
1118. joy - 5 uses.
1119. mexican - 5 uses.
1120. smooth - 5 uses.
1121. brains - 5 uses.
1122. packed - 5 uses.
1123. bum - 5 uses.
1124. bore - 5 uses.
1125. cow - 5 uses.
1126. resist - 5 uses.
1127. kissed - 5 uses.
1128. trash - 5 uses.
1129. fix - 5 uses.
1130. faster - 5 uses.
1131. brotherland - 5 uses.
1132. distant - 5 uses.
1133. bleeding - 5 uses.
1134. gods - 5 uses.
1135. desire - 5 uses.
1136. date - 5 uses.
1137. promise - 5 uses.
1138. ends - 5 uses.
1139. business - 5 uses.
1140. stroll - 5 uses.
